Linkage,MergeMap-cM,Marker,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,41,42,43,44,45,47,48,49,50,52,53,54,55,56,57,58,59,60,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,114,115,116,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,135,136,137,138,139,140,141,142,143,144,145,147,148,150,151,153,155,156,157,158,159,160,161,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,184,185,186,187,188,189,190,191,192,193,194,195,197,198,199,200,201,203,204,205,206,207,208,209,210,211,212,213,214,215,216,218,219,220,221,222,223,224,225,226,227,228,229,231,232,233,234,235,236,237,238,239
Lg2,98.47,nn_np_7740,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,np,nn,--,np,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,98.47,nn_np_2726,--,--,nn,nn,np,--,np,--,nn,np,--,nn,nn,--,--,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,--,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,--,np,nn,--,nn,nn,np,nn,nn,--,np,nn,np,nn,--,nn,--,nn,np,np,--,--,np,nn,np,nn,--,np,--,--,--,--,np,--,nn,np,np,np,nn,np,nn,nn,nn,--,np,np,--,np,np,np,np,nn,nn,np,nn,nn,nn,np,np,np,--,np,nn,np,np,nn,np,nn,np,nn,np,--,nn,np,nn,np,nn,np,--,np,nn,np,np,--,nn,np,np,nn,np,nn,--,np,nn,np,nn,nn,np,np,nn,nn,--,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,nn,np,nn,np,np,np,np,nn,--,nn,nn,np,np,nn,--,--,np,np,np,nn,np,np,nn,--,np,--,nn,nn,nn,--,nn,--,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,--,np,np,nn,np,np
Lg2,98.47,nn_np_6583,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,--,nn,np,np,--,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,np,nn,--,np,nn,np,--,np,nn,np,nn,--,np,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,--,np,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,nn,--,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,98.47,nn_np_3068,np,nn,nn,nn,np,np,np,--,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,--,np,np,--,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,--,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,--,np,np,np,nn,nn,--,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,--,nn,nn,nn,np,np,nn,--,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,--,np,nn,--,nn,nn,np,nn,np,nn,np,nn,np,nn,nn,np,--,nn,np,np,--,--,nn,nn,np,--,np,nn,nn,np,np,nn,nn,--,nn,np,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,--,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,np,np,nn,--,--,nn,nn,nn,--,nn,np,--,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,--,np,nn,np,np
Lg2,98.47,nn_np_6556,--,nn,nn,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,--,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,--,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,nn,np,np,--,--,nn,nn,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,--,nn,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,98.47,nn_np_5283,--,nn,nn,np,--,np,np,np,nn,np,nn,nn,nn,nn,--,np,np,np,np,--,np,--,--,nn,np,np,--,np,np,--,nn,--,np,np,np,--,nn,--,nn,np,np,--,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,np,np,--,nn,--,nn,np,nn,--,np,nn,--,nn,nn,np,nn,nn,np,np,--,nn,np,--,nn,nn,nn,np,np,nn,np,np,nn,np,nn,--,np,nn,nn,--,--,np,--,--,np,--,np,np,--,np,--,nn,nn,np,--,--,np,--,np,nn,np,nn,np,--,np,np,--,--,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,--,np,nn,nn,--,nn,nn,np,nn,np,np,--,--,nn,--,--,nn,nn,np,nn,--,--,np,np,--,--,np,nn,np,np,--,nn,--,np,--,np,nn,--,np,--,--,--,--,nn,nn,--,--,nn,--,--,nn,np,--,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,--,np,np,np,np,--,np,nn,--,np,--,nn,np,np
Lg2,98.47,nn_np_4298,np,nn,nn,np,np,np,np,--,nn,np,nn,nn,nn,nn,nn,np,np,np,np,--,np,--,nn,--,np,np,nn,np,np,--,nn,np,np,np,np,--,nn,np,nn,np,np,nn,nn,np,np,nn,--,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,--,nn,nn,nn,np,np,nn,np,np,nn,--,nn,nn,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,np,nn,--,np,nn,np,nn,np,nn,np,nn,np,np,nn,--,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,--,nn,nn,nn,np,nn,np,np,nn,np,nn,--,np,nn,nn,np,nn,np,np,np,np,nn,nn,--,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,--,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,98.47,nn_np_2086,np,--,--,np,np,--,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,--,nn,np,np,np,np,nn,nn,np,nn,np,--,--,nn,--,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,--,np,--,np,nn,--,np,nn,np,nn,--,np,nn,nn,--,nn,np,nn,nn,np,np,np,nn,--,nn,nn,nn,--,np,np,--,np,np,--,nn,--,nn,np,--,nn,nn,np,np,np,nn,np,--,np,np,nn,np,nn,np,nn,np,nn,--,np,nn,np,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,--,np,--,nn,np,np,nn,nn,nn,nn,--,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,--,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,--,np,nn,nn,nn,nn,nn,--,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,--,nn,nn,np,nn,nn,--,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,98.47,nn_np_3029,np,nn,nn,--,np,np,np,np,nn,np,nn,nn,--,--,nn,np,np,np,np,nn,np,np,nn,nn,np,np,--,np,np,--,--,np,np,np,np,--,nn,np,nn,np,np,--,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,--,nn,np,nn,np,nn,--,np,nn,--,--,nn,--,--,--,np,np,np,nn,np,nn,nn,nn,--,np,np,--,np,np,nn,np,nn,nn,np,nn,nn,--,np,np,np,--,np,--,np,np,--,np,--,np,nn,np,--,nn,np,nn,np,nn,np,nn,np,nn,np,np,--,--,np,--,nn,np,nn,nn,np,nn,--,nn,--,--,np,--,nn,nn,nn,nn,np,nn,np,np,nn,--,nn,nn,np,nn,nn,np,nn,np,np,np,nn,nn,--,nn,nn,np,np,nn,--,np,np,np,--,--,--,nn,--,np,nn,np,nn,nn,nn,nn,--,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,nn,nn,np,--,--,np,np,np,np,--,np,nn,nn,np,nn,nn,np,np
Lg2,98.7,nn_np_8239,--,nn,nn,np,--,np,np,--,nn,--,nn,nn,nn,nn,nn,np,--,np,--,nn,np,np,nn,nn,np,np,nn,np,--,nn,nn,np,--,np,--,--,nn,--,nn,np,--,nn,nn,--,np,nn,nn,nn,nn,--,nn,nn,--,np,nn,np,nn,nn,nn,--,--,np,np,nn,nn,np,nn,np,nn,nn,--,nn,nn,nn,nn,--,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,--,nn,--,np,nn,np,nn,nn,--,nn,nn,nn,--,--,np,nn,--,nn,np,np,nn,np,nn,np,nn,np,nn,nn,--,nn,--,nn,--,nn,np,nn,np,--,nn,nn,np,--,nn,np,nn,nn,--,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,--,nn,--,np,nn,--,nn,nn,np,nn,nn,np,nn,--,np,np,--,nn,nn,np,nn,--,--,nn,nn,np,--,--,--,nn,--,--,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,--,nn,nn,nn,np,np,--,nn,nn,nn,np,nn,nn,np,nn,nn,np,--,np,np,--,np,nn,nn,--,--,nn,np,np
Lg2,98.7,nn_np_4789,--,np,np,--,nn,nn,nn,--,np,nn,np,--,np,np,--,--,nn,--,nn,np,nn,nn,np,np,--,np,np,nn,nn,np,np,np,nn,--,nn,--,np,nn,nn,np,nn,np,--,nn,nn,np,np,np,np,nn,np,np,nn,np,--,--,np,np,np,--,--,nn,nn,np,np,--,np,nn,np,np,--,np,np,np,--,--,--,np,--,np,--,np,nn,np,np,np,np,nn,--,np,nn,nn,nn,--,np,--,--,np,np,np,nn,nn,--,np,--,np,--,nn,np,nn,np,nn,--,nn,np,np,--,np,nn,np,nn,nn,nn,np,nn,--,np,np,nn,nn,np,nn,np,np,--,np,--,np,np,nn,nn,--,np,np,--,np,nn,np,--,--,np,nn,np,np,--,np,np,nn,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,--,nn,--,np,nn,np,np,np,np,np,np,--,np,np,np,nn,np,np,--,np,nn,nn,np,np,np,nn,np,np,nn,np,--,nn,nn,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn
Lg2,98.7,nn_np_6177,np,nn,nn,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,--,nn,np,nn,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,np,--,nn,np,--,np,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,--,nn,nn,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,--,np,nn,np,np
Lg2,98.93,nn_np_2061,np,nn,--,nn,np,np,np,np,nn,np,--,nn,nn,--,--,np,np,np,np,--,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,--,np,nn,nn,np,--,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,--,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,--,np,np,np,--,np,--,nn,nn,nn,np,np,--,np,np,np,np,--,nn,np,nn,--,nn,np,np,np,nn,np,nn,np,np,--,--,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,--,np,np,nn,np,nn,nn,np,nn,np,nn,--,np,np,nn,nn,nn,nn,--,np,--,np,np,nn,np,--,nn,np,nn,nn,np,nn,np,np,np,np,--,--,np,nn,np,np,nn,--,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,--,--,--,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,--,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,98.93,nn_np_6559,np,nn,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,--,np,np,nn,nn,np,nn,np,np,--,nn,--,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,--,np,np,np,nn,np,nn,np,np,nn,np,nn,np,--,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,np,--,nn,np,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,--,nn,nn,np,--,nn,nn,np,np,np,np,nn,np,--,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,--,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,98.93,nn_np_4799,np,nn,nn,nn,np,np,np,--,nn,np,nn,nn,--,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,nn,--,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,--,nn,--,np,np,nn,np,np,np,np,--,nn,np,nn,nn,nn,np,np,np,nn,np,--,np,np,nn,np,nn,np,nn,--,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,--,np,np,--,np,nn,--,np,nn,np,nn,nn,np,np,nn,nn,nn,--,--,np,nn,np,np,nn,np,nn,nn,np,--,nn,np,nn,np,np,np,np,--,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,np,np,nn,np,--,np,nn,--,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,nn,nn,np,nn,--,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,98.93,nn_np_3558,np,nn,nn,nn,np,np,np,--,nn,np,nn,nn,--,nn,nn,np,np,np,np,--,np,np,nn,nn,np,nn,nn,np,np,--,--,--,np,--,np,--,nn,np,nn,np,np,--,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,--,nn,nn,nn,np,--,np,np,nn,nn,np,nn,np,nn,nn,np,nn,--,--,nn,np,nn,nn,np,np,np,nn,np,--,nn,nn,--,np,np,nn,np,np,--,np,nn,nn,np,nn,nn,--,np,np,--,nn,--,--,np,np,nn,np,nn,np,--,nn,--,nn,np,nn,--,nn,np,--,np,--,np,--,nn,nn,np,np,nn,np,--,nn,np,nn,np,--,nn,np,np,--,nn,nn,--,nn,np,nn,np,np,nn,np,nn,--,--,nn,nn,np,nn,--,--,np,np,--,--,nn,--,np,np,--,--,np,np,np,np,nn,np,np,nn,np,np,np,nn,--,--,nn,nn,--,nn,--,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,--,np,nn,--,np,np,np,np,nn,np,nn,--,np,np,nn,np,--
Lg2,99.16,nn_np_6068,np,nn,nn,np,np,np,np,--,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,--,nn,nn,np,np,--,nn,np,np,np,np,--,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,--,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,--,--,--,nn,np,nn,--,np,nn,nn,--,--,np,nn,nn,np,np,np,nn,--,nn,--,nn,--,--,np,nn,np,np,np,np,nn,--,np,nn,nn,--,np,np,np,--,np,nn,np,np,--,np,nn,np,nn,--,--,nn,np,nn,--,nn,np,nn,np,--,np,np,nn,nn,np,np,--,np,nn,nn,np,nn,np,nn,--,np,np,nn,nn,--,nn,nn,np,nn,np,np,nn,np,nn,--,--,--,--,np,nn,np,np,np,np,--,--,--,nn,np,np,nn,nn,np,np,np,np,nn,np,np,--,np,--,np,nn,nn,nn,nn,nn,nn,nn,nn,np,--,nn,nn,nn,np,np,nn,nn,--,np,--,nn,--,nn,--,np,np,np,np,nn,np,nn,nn,np,np,nn,np,--
Lg2,99.16,nn_np_2450,--,--,nn,np,np,np,np,np,nn,np,nn,nn,--,--,--,nn,np,np,np,nn,np,np,nn,--,np,np,nn,np,np,np,nn,--,np,np,np,nn,nn,np,nn,np,np,--,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,--,np,np,--,nn,--,--,nn,nn,--,np,nn,--,nn,nn,--,--,nn,np,np,np,nn,np,--,--,nn,--,np,np,nn,np,np,nn,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,nn,nn,--,np,nn,np,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,--,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,--,np,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,--,nn,np,nn,nn,nn,nn,--,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,nn,--,np,nn,nn,np,np,nn,np,np
Lg2,99.16,nn_np_4216,--,nn,nn,np,np,--,np,np,nn,np,nn,nn,nn,nn,--,np,np,np,--,nn,nn,np,nn,--,--,np,--,np,np,nn,nn,np,np,np,np,nn,nn,--,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,--,np,nn,nn,nn,--,np,np,np,--,nn,np,nn,np,nn,nn,np,nn,--,--,nn,np,--,nn,np,--,--,nn,np,nn,nn,nn,--,np,np,nn,np,np,--,np,--,nn,np,--,nn,--,--,np,np,nn,np,nn,np,np,--,np,nn,np,nn,--,--,nn,nn,nn,np,nn,np,--,np,nn,np,np,--,nn,np,--,nn,np,nn,nn,np,--,--,nn,--,np,--,--,nn,nn,nn,nn,np,nn,np,np,nn,np,--,--,np,--,nn,--,--,np,--,np,np,--,nn,nn,--,--,--,nn,nn,np,np,np,np,--,np,np,nn,np,np,--,nn,nn,nn,nn,nn,nn,--,nn,np,--,nn,nn,nn,--,np,--,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,99.16,nn_np_5276,np,nn,nn,nn,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,--,--,nn,nn,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,nn,--,nn,np,--,nn,np,np,nn,np,nn,nn,nn,np,--,np,np,nn,nn,np,nn,np,nn,--,np,nn,--,nn,nn,np,nn,nn,np,np,np,--,np,nn,nn,nn,--,np,np,nn,np,np,np,np,nn,nn,np,--,nn,nn,np,np,np,nn,np,--,--,np,--,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,--,np,--,np,np,nn,nn,np,np,nn,np,--,nn,nn,nn,np,nn,nn,np,np,nn,nn,--,nn,nn,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,nn,--,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,--,nn,nn,nn,--,nn,nn,nn,nn,nn,--,--,nn,nn,nn,np,np,nn,nn,nn,np,nn,nn,np,--,nn,np,np,np,np,nn,np,nn,nn,--,np,nn,np,np
Lg2,99.39,nn_np_7530,np,nn,nn,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,nn,np,--,nn,np,nn,nn,np,nn,np,nn,nn,np,--,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,np,--,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,--,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,99.39,nn_np_7692,np,nn,nn,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,--,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,nn,--,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,np,np
Lg2,99.39,nn_np_2313,np,nn,nn,np,np,np,np,np,np,np,--,nn,--,np,--,np,np,np,np,nn,np,np,--,--,np,np,nn,np,np,--,--,np,np,np,--,nn,nn,np,nn,--,np,nn,nn,np,np,--,--,nn,nn,np,--,nn,nn,np,--,np,nn,--,--,np,np,np,np,--,--,np,nn,np,nn,nn,np,nn,nn,np,--,--,--,nn,np,np,np,nn,np,--,--,nn,--,np,np,--,np,np,np,np,--,nn,np,nn,nn,--,np,np,np,--,np,nn,np,np,--,np,np,np,--,--,--,--,np,--,np,--,np,nn,np,nn,np,np,--,nn,np,np,--,np,nn,--,np,--,np,--,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,nn,np,--,--,np,nn,nn,np,nn,np,np,np,np,--,nn,nn,nn,--,np,--,--,np,np,np,np,--,np,np,nn,np,np,np,nn,nn,--,nn,--,nn,--,--,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,nn,np,nn,--,np,np,np,np,--,np,nn,nn,--,np,--,np,np
Lg2,100.31,nn_np_4459,np,nn,nn,np,np,--,np,np,nn,np,nn,nn,--,nn,nn,np,np,np,np,--,np,np,nn,nn,np,np,--,np,--,nn,nn,nn,np,--,--,--,--,np,nn,np,np,--,nn,np,--,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,np,np,np,--,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,np,np,np,--,np,--,--,nn,--,np,np,nn,--,np,np,np,nn,nn,np,nn,nn,nn,np,np,np,--,np,nn,np,np,--,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,--,np,np,nn,nn,--,nn,nn,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,--,nn,nn,np,np,nn,nn,np,np,np,np,--,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,np,np,--,np,nn,nn,np,np,nn,np,np
